"site number","site location","Cluster","site acronym","date","depth (m)","T (C)","DO (mg/l)","pH","Secchi Disk (m)","samples collected","comments"
"R6-30","Bartlett Reservoir near outlet","verde","bartlett-30m","2011-05-02",NA,15.5,4.3,NA,NA,NA,NA
"R6-35","Bartlett Reservoir near outlet","verde","bartlett-35m","2011-05-02",NA,14.4,2.9,NA,NA,NA,NA
"R6-40","Bartlett Reservoir near outlet","verde","bartlett-40m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"R6-45","Bartlett Reservoir near outlet","verde","bartlett-45m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"R6-5","Bartlett Reservoir near outlet","verde","bartlett-5m","2011-05-02",NA,19.8,10.9,NA,NA,NA,NA
"R6-50","Bartlett Reservoir near outlet","verde","bartlett-50m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-0m","2011-05-02",NA,20,9.4,NA,1.52,NA,NA
"R9-10","Saguaro Lake near inlet","salt","saguaro-10m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"R9-15","Saguaro Lake near inlet","salt","saguaro-15m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"R9-20","Saguaro Lake near inlet","salt","saguaro-20m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"R9-25","Saguaro Lake near inlet","salt","saguaro-25m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"R9-30","Saguaro Lake near inlet","salt","saguaro-30m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"R9-35","Saguaro Lake near inlet","salt","saguaro-35m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"R9-40","Saguaro Lake near inlet","salt","saguaro-40m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"R9-45","Saguaro Lake near inlet","salt","saguaro-45m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"R9-5","Saguaro Lake near inlet","salt","saguaro-5m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"R9-50","Saguaro Lake near inlet","salt","saguaro-50m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-0m","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"SPT Out","Tempe's South Plant treated water","tempe","STP Out","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","2011-05-02",NA,NA,NA,NA,NA,NA,NA
"Glen In","Glendale WTP inlet",NA,"Glen In","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"Glen Out","Glendale WTP outlet",NA,"Glen Out","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Green In","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"Green Out","Greenway WTP Outlet","srp","Green Out","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R17","Deer Valley WTP treated water","srp","deer valley-treated","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R19","Val Vista WTP treated water","srp","val vista-treated","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R6-10","Bartlett Reservoir near outlet","verde","bartlett-10m","2011-06-06",NA,19.9,4.2,NA,NA,NA,NA
"R6-15","Bartlett Reservoir near outlet","verde","bartlett-15m","2011-06-06",NA,18.9,2.9,NA,NA,NA,NA
"R6-20","Bartlett Reservoir near outlet","verde","bartlett-20m","2011-06-06",NA,18.3,2.4,NA,NA,NA,NA
"R6-25","Bartlett Reservoir near outlet","verde","bartlett-25m","2011-06-06",NA,17.1,1.8,NA,NA,NA,NA
"R6-30","Bartlett Reservoir near outlet","verde","bartlett-30m","2011-06-06",NA,16,1.4,NA,NA,NA,NA
"R6-35","Bartlett Reservoir near outlet","verde","bartlett-35m","2011-06-06",NA,15.4,0.4,NA,NA,NA,NA
"R6-40","Bartlett Reservoir near outlet","verde","bartlett-40m","2011-06-06",NA,14.7,0.3,NA,NA,NA,NA
"R6-45","Bartlett Reservoir near outlet","verde","bartlett-45m","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R6-5","Bartlett Reservoir near outlet","verde","bartlett-5m","2011-06-06",NA,22.9,10.2,NA,NA,NA,NA
"R6-50","Bartlett Reservoir near outlet","verde","bartlett-50m","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-0m","2011-06-06",NA,23.5,9.7,NA,1.86,NA,NA
"R9-10","Saguaro Lake near inlet","salt","saguaro-10m","2011-06-06",NA,20.2,3.6,NA,NA,NA,NA
"R9-15","Saguaro Lake near inlet","salt","saguaro-15m","2011-06-06",NA,19.4,3.4,NA,NA,NA,NA
"R9-20","Saguaro Lake near inlet","salt","saguaro-20m","2011-06-06",NA,18.9,4.5,NA,NA,NA,NA
"R9-25","Saguaro Lake near inlet","salt","saguaro-25m","2011-06-06",NA,18.7,4.5,NA,NA,NA,NA
"R9-30","Saguaro Lake near inlet","salt","saguaro-30m","2011-06-06",NA,18.6,4.5,NA,NA,NA,NA
"R9-35","Saguaro Lake near inlet","salt","saguaro-35m","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R9-40","Saguaro Lake near inlet","salt","saguaro-40m","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R9-45","Saguaro Lake near inlet","salt","saguaro-45m","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R9-5","Saguaro Lake near inlet","salt","saguaro-5m","2011-06-06",NA,22.9,9.4,NA,NA,NA,NA
"R9-50","Saguaro Lake near inlet","salt","saguaro-50m","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-0m","2011-06-06",NA,23.2,8.9,NA,1.86,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"SPT Out","Tempe's South Plant treated water","tempe","STP Out","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","2011-06-06",NA,NA,NA,NA,NA,NA,NA
"Glen In","Glendale WTP inlet",NA,"Glen In","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"Glen Out","Glendale WTP outlet",NA,"Glen Out","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Green In","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"Green Out","Greenway WTP Outlet","srp","Green Out","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R17","Deer Valley WTP treated water","srp","deer valley-treated","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R19","Val Vista WTP treated water","srp","val vista-treated","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",56.5,18.2,4.48,7.66,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",52.8,18.1,5.82,7.66,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",49.4,18.2,5.93,7.65,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",46.1,18.2,5.93,7.63,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",42.7,18.2,5.9,7.63,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",39.3,18.3,5.79,7.63,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",35.8,18.4,5.75,7.63,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",32.3,18.4,5.64,7.64,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",29,18.5,5.85,7.64,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",25.6,18.9,5.95,7.64,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",22.1,19.8,6.14,7.74,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",18.4,20.9,8.71,8.06,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",14.7,22.4,10.04,8.33,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",11.4,24.8,9.28,8.37,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",8,27.2,6.85,8.37,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",4.8,27.3,6.93,8.41,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",1.6,27.4,7.03,8.43,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",1.2,27.4,7.02,8.42,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R6-10","Bartlett Reservoir near outlet","verde","bartlett-10m","2011-07-11",NA,19.9,4.2,NA,NA,NA,NA
"R6-15","Bartlett Reservoir near outlet","verde","bartlett-15m","2011-07-11",NA,18.9,2.9,NA,NA,NA,NA
"R6-20","Bartlett Reservoir near outlet","verde","bartlett-20m","2011-07-11",NA,18.3,2.4,NA,NA,NA,NA
"R6-25","Bartlett Reservoir near outlet","verde","bartlett-25m","2011-07-11",NA,17.1,1.8,NA,NA,NA,NA
"R6-30","Bartlett Reservoir near outlet","verde","bartlett-30m","2011-07-11",NA,16,1.4,NA,NA,NA,NA
"R6-35","Bartlett Reservoir near outlet","verde","bartlett-35m","2011-07-11",NA,15.4,0.4,NA,NA,NA,NA
"R6-40","Bartlett Reservoir near outlet","verde","bartlett-40m","2011-07-11",NA,14.7,0.3,NA,NA,NA,NA
"R6-45","Bartlett Reservoir near outlet","verde","bartlett-45m","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R6-5","Bartlett Reservoir near outlet","verde","bartlett-5m","2011-07-11",NA,22.9,10.2,NA,NA,NA,NA
"R6-50","Bartlett Reservoir near outlet","verde","bartlett-50m","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-0m","2011-07-11",NA,23.5,9.7,NA,1.86,NA,NA
"R9-10","Saguaro Lake near inlet","salt","saguaro-10m","2011-07-11",NA,20.2,3.6,NA,NA,NA,NA
"R9-15","Saguaro Lake near inlet","salt","saguaro-15m","2011-07-11",NA,19.4,3.4,NA,NA,NA,NA
"R9-20","Saguaro Lake near inlet","salt","saguaro-20m","2011-07-11",NA,18.9,4.5,NA,NA,NA,NA
"R9-25","Saguaro Lake near inlet","salt","saguaro-25m","2011-07-11",NA,18.7,4.5,NA,NA,NA,NA
"R9-30","Saguaro Lake near inlet","salt","saguaro-30m","2011-07-11",NA,18.6,4.5,NA,NA,NA,NA
"R9-35","Saguaro Lake near inlet","salt","saguaro-35m","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R9-40","Saguaro Lake near inlet","salt","saguaro-40m","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R9-45","Saguaro Lake near inlet","salt","saguaro-45m","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R9-5","Saguaro Lake near inlet","salt","saguaro-5m","2011-07-11",NA,22.9,9.4,NA,NA,NA,NA
"R9-50","Saguaro Lake near inlet","salt","saguaro-50m","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-0m","2011-07-11",NA,23.2,8.9,NA,1.86,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"SPT Out","Tempe's South Plant treated water","tempe","STP Out","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"UH In","Union Hills Inlet","cap","Union Hills Inlet","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","2011-07-11",NA,NA,NA,NA,NA,NA,NA
"Glen In","Glendale WTP inlet",NA,"Glen In","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"Glen Out","Glendale WTP outlet",NA,"Glen Out","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"Green In","Greenway WTP Inlet","srp","Green In","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"Green Out","Greenway WTP Outlet","srp","Green Out","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"Havasu 1","Havasu lake Sample",NA,"Havasu 1","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R17","Deer Valley WTP treated water","srp","deer valley-treated","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R19","Val Vista WTP treated water","srp","val vista-treated","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R2","Lake Pleasant integrated sample","cap","pleasant","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R6-10","Bartlett Reservoir near outlet","verde","bartlett-10m","2011-08-02",NA,22.4,0.6,NA,NA,NA,NA
"R6-15","Bartlett Reservoir near outlet","verde","bartlett-15m","2011-08-02",NA,19.5,0.1,NA,NA,NA,NA
"R6-20","Bartlett Reservoir near outlet","verde","bartlett-20m","2011-08-02",NA,18.7,0.1,NA,NA,NA,NA
"R6-25","Bartlett Reservoir near outlet","verde","bartlett-25m","2011-08-02",NA,17.7,0.1,NA,NA,NA,NA
"R6-30","Bartlett Reservoir near outlet","verde","bartlett-30m","2011-08-02",NA,16.7,0.1,NA,NA,NA,NA
"R6-35","Bartlett Reservoir near outlet","verde","bartlett-35m","2011-08-02",NA,16.3,0.1,NA,NA,NA,NA
"R6-40","Bartlett Reservoir near outlet","verde","bartlett-40m","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R6-45","Bartlett Reservoir near outlet","verde","bartlett-45m","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R6-5","Bartlett Reservoir near outlet","verde","bartlett-5m","2011-08-02",NA,29.2,6.9,NA,NA,NA,NA
"R6-50","Bartlett Reservoir near outlet","verde","bartlett-50m","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-0m","2011-08-02",NA,29.5,6.84,NA,2.74,NA,NA
"R9-10","Saguaro Lake near inlet","salt","saguaro-10m","2011-08-02",NA,22.7,0.4,NA,NA,NA,NA
"R9-15","Saguaro Lake near inlet","salt","saguaro-15m","2011-08-02",NA,22,1,NA,NA,NA,NA
"R9-20","Saguaro Lake near inlet","salt","saguaro-20m","2011-08-02",NA,21.7,1.9,NA,NA,NA,NA
"R9-25","Saguaro Lake near inlet","salt","saguaro-25m","2011-08-02",NA,21.3,2.5,NA,NA,NA,NA
"R9-30","Saguaro Lake near inlet","salt","saguaro-30m","2011-08-02",NA,21.2,2.3,NA,NA,NA,NA
"R9-35","Saguaro Lake near inlet","salt","saguaro-35m","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R9-40","Saguaro Lake near inlet","salt","saguaro-40m","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R9-45","Saguaro Lake near inlet","salt","saguaro-45m","2011-08-02",NA,NA,NA,NA,NA,NA,NA
"R9-5","Saguaro Lake near inlet","salt","saguaro-5m","2011-08-02",NA,24,4,NA,NA,NA,NA
