"site number","site location","Cluster","site acronym","date","sample type","TOC (mg/L)","DOC (mg/L)","UVA (cm-1)","suva (L/mg-m)","peak int","peak int WL","int at 450","int at 460","int at 500","FI (450/500)","docm comments"
"R3","Waddell Canal","cap","waddell canal","2014-08-04",NA,NA,8.638,0.041,0.474646909006715,NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2014-08-04",NA,NA,15.25,0.073,0.478688524590164,NA,NA,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2014-08-04",NA,NA,13.09,0.08,0.611153552330023,NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2014-08-04",NA,NA,11.24,0.066,0.587188612099644,NA,NA,NA,NA,NA,NA,NA
"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","2014-08-04",NA,NA,10.24,0.066,0.64453125,NA,NA,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2014-08-04",NA,NA,10.57,0.061,0.577105014191107,NA,NA,NA,NA,NA,NA,NA
"SGPS","Salt Gila",NA,"Salt Gila","2014-08-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2014-08-04",NA,NA,9.026,0.062,0.686904498116552,NA,NA,NA,NA,NA,NA,NA
"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2014-08-04",NA,NA,9.707,0.013,0.133923972391058,NA,NA,NA,NA,NA,NA,NA
"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2014-08-04",NA,NA,9.707,0.013,0.133923972391058,NA,NA,NA,NA,NA,NA,NA
"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","2014-08-04",NA,NA,6.756,0.008,0.118413262285376,NA,NA,NA,NA,NA,NA,NA
"UH IN","Union Hills Inlet","cap","Union Hills Inlet","2014-08-04",NA,NA,7.749,0.041,0.529100529100529,NA,NA,NA,NA,NA,NA,NA
"UH IN","Union Hills Inlet","cap","Union Hills Inlet","2014-08-04",NA,NA,7.749,0.041,0.529100529100529,NA,NA,NA,NA,NA,NA,NA
"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","2014-08-04",NA,NA,9.12,0.021,0.230263157894737,NA,NA,NA,NA,NA,NA,NA
"AN IN","Anthem WTP inlet",NA,"anthem","2014-09-09",NA,NA,3.2,0.048,1.5,NA,NA,NA,NA,NA,NA,NA
"AN IN","Anthem WTP inlet",NA,"anthem","2014-09-09",NA,NA,3.2,0.048,1.5,NA,NA,NA,NA,NA,NA,NA
"AN OUT","Anthem WTP outlet",NA,"anthem","2014-09-09",NA,NA,2.7,0.044,1.6,NA,NA,NA,NA,NA,NA,NA
"CH IN","Chandler WTP inlet",NA,"chandler","2014-09-09",NA,NA,1.9,0.041,2.2,NA,NA,NA,NA,NA,NA,NA
"CH IN","Chandler WTP inlet",NA,"chandler","2014-09-09",NA,NA,1.9,0.041,2.2,NA,NA,NA,NA,NA,NA,NA
"CH OUT","Chandler WTP outlet",NA,"chandler","2014-09-09",NA,NA,1.5,0.025,1.7,NA,NA,NA,NA,NA,NA,NA
"GL IN","Glendale WTP Inlet",NA,"Glen In","2014-09-09",NA,NA,3.7,0.056,1.5,NA,NA,NA,NA,NA,NA,NA
"GL IN","Glendale WTP Inlet",NA,"Glen In","2014-09-09",NA,NA,3.7,0.056,1.5,NA,NA,NA,NA,NA,NA,NA
"GL OUT","Glendale WTP Outlet",NA,"Glen Out","2014-09-09",NA,NA,1.3,0.01,0.8,NA,NA,NA,NA,NA,NA,NA
"GR IN","Greenway WTP Inlet","srp","Green In","2014-09-09",NA,NA,3.1,0.058,1.9,NA,NA,NA,NA,NA,NA,NA
"GR IN","Greenway WTP Inlet","srp","Green In","2014-09-09",NA,NA,3.1,0.058,1.9,NA,NA,NA,NA,NA,NA,NA
"GR OUT","Greenway WTP Outlet","srp","Green Out","2014-09-09",NA,NA,2.3,0.02,0.9,NA,NA,NA,NA,NA,NA,NA
"HAV","Havasu lake Sample",NA,"Havasu","2014-09-09",NA,NA,3,0.05,1.7,NA,NA,NA,NA,NA,NA,NA
"HOC","Head of the Consolidated Canal","az canal",NA,"2014-09-09",NA,NA,3.6,0.066,1.8,NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2014-09-09",NA,NA,3.8,0.068,1.8,NA,NA,NA,NA,NA,NA,NA
"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2014-09-09",NA,NA,5.2,0.193,3.7,NA,NA,NA,NA,NA,NA,NA
"MOC","Middle of the Consolidated canal","az canal","Mesa Turnout","2014-09-09",NA,NA,2.2,0.038,1.7,NA,NA,NA,NA,NA,NA,NA
"MTO","Mesa Turnout",NA,"Mesa Turnout","2014-09-09",NA,NA,3.4,0.044,1.3,NA,NA,NA,NA,NA,NA,NA
"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2014-09-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","2014-09-09",NA,NA,2.7,0.035,1.3,NA,NA,NA,NA,NA,NA,NA
"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","2014-09-09",NA,NA,3.1,0.115,3.7,NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2014-09-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2014-09-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2014-09-09",NA,NA,3.3,0.053,1.6,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2014-09-09",NA,NA,5.1,0.175,3.4,NA,NA,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2014-09-09",NA,NA,5.3,0.198,3.7,NA,NA,NA,NA,NA,NA,NA
"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St","2014-09-09",NA,NA,3.7,0.114,3.1,NA,NA,NA,NA,NA,NA,NA
"R15","24th St WTP treated water","srp","24th St -treated","2014-09-09",NA,NA,2.6,0.028,1.1,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2014-09-09",NA,NA,1.5,0.051,3.4,NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2014-09-09",NA,NA,4.1,0.085,2.1,NA,NA,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2014-09-09",NA,NA,3.4,0.065,1.9,NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2014-09-09",NA,NA,5.7,0.19,3.3,NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2014-09-09",NA,NA,5.7,0.193,3.4,NA,NA,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2014-09-09",NA,NA,3.3,0.047,1.4,NA,NA,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2014-09-09",NA,NA,3.7,0.047,1.3,NA,NA,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2014-09-09",NA,NA,3,0.049,1.6,NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2014-09-09",NA,NA,3.9,0.074,1.9,NA,NA,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2014-09-09",NA,NA,3.2,0.079,2.5,NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2014-09-09",NA,NA,4.8,0.065,1.4,NA,NA,NA,NA,NA,NA,NA
"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","2014-09-09",NA,NA,4.2,0.065,1.5,NA,NA,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2014-09-09",NA,NA,4.2,0.065,1.5,NA,NA,NA,NA,NA,NA,NA
"SGPS","Salt Gila",NA,"Salt Gila","2014-09-09",NA,NA,3.2,0.047,1.5,NA,NA,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2014-09-09",NA,NA,7.3,0.22,3,NA,NA,NA,NA,NA,NA,NA
"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2014-09-09",NA,NA,1.1,0.021,1.9,NA,NA,NA,NA,NA,NA,NA
"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2014-09-09",NA,NA,1.1,0.021,1.9,NA,NA,NA,NA,NA,NA,NA
"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","2014-09-09",NA,NA,1.2,0.034,2.8,NA,NA,NA,NA,NA,NA,NA
"UH IN","Union Hills Inlet","cap","Union Hills Inlet","2014-09-09",NA,NA,3,0.047,1.6,NA,NA,NA,NA,NA,NA,NA
"UH IN","Union Hills Inlet","cap","Union Hills Inlet","2014-09-09",NA,NA,3,0.047,1.6,NA,NA,NA,NA,NA,NA,NA
"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","2014-09-09",NA,NA,2.9,0.025,0.9,NA,NA,NA,NA,NA,NA,NA
"AN IN","Anthem WTP inlet",NA,"anthem","2014-10-07",NA,NA,5.8,0.049,0.8,NA,NA,NA,NA,NA,NA,NA
"AN IN","Anthem WTP inlet",NA,"anthem","2014-10-07",NA,NA,5.8,0.049,0.8,NA,NA,NA,NA,NA,NA,NA
"AN OUT","Anthem WTP outlet",NA,"anthem","2014-10-07",NA,NA,3,0.047,1.6,NA,NA,NA,NA,NA,NA,NA
"CH IN","Chandler WTP inlet",NA,"chandler","2014-10-07",NA,NA,0.7,0.017,2.4,NA,NA,NA,NA,NA,NA,NA
"CH IN","Chandler WTP inlet",NA,"chandler","2014-10-07",NA,NA,0.7,0.017,2.4,NA,NA,NA,NA,NA,NA,NA
"CH OUT","Chandler WTP outlet",NA,"chandler","2014-10-07",NA,NA,0.4,0.012,2.8,NA,NA,NA,NA,NA,NA,NA
"GL IN","Glendale WTP Inlet",NA,"Glen In","2014-10-07",NA,NA,4,0.069,1.7,NA,NA,NA,NA,NA,NA,NA
"GL IN","Glendale WTP Inlet",NA,"Glen In","2014-10-07",NA,NA,4,0.069,1.7,NA,NA,NA,NA,NA,NA,NA
"GL OUT","Glendale WTP Outlet",NA,"Glen Out","2014-10-07",NA,NA,1.2,0.013,1,NA,NA,NA,NA,NA,NA,NA
"GR IN","Greenway WTP Inlet","srp","Green In","2014-10-07",NA,NA,3.1,0.063,2,NA,NA,NA,NA,NA,NA,NA
"GR IN","Greenway WTP Inlet","srp","Green In","2014-10-07",NA,NA,3.1,0.063,2,NA,NA,NA,NA,NA,NA,NA
"GR OUT","Greenway WTP Outlet","srp","Green Out","2014-10-07",NA,NA,1.8,0.023,1.3,NA,NA,NA,NA,NA,NA,NA
"HAV","Havasu lake Sample",NA,"Havasu","2014-10-07",NA,NA,2.9,0.049,1.7,NA,NA,NA,NA,NA,NA,NA
"HOC","Head of the Consolidated Canal","az canal",NA,"2014-10-07",NA,NA,1.5,0.036,2.4,NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2014-10-07",NA,NA,1.8,0.037,2.1,NA,NA,NA,NA,NA,NA,NA
"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2014-10-07",NA,NA,3.3,0.073,2.2,NA,NA,NA,NA,NA,NA,NA
"MOC","Middle of the Consolidated canal","az canal","Mesa Turnout","2014-10-07",NA,NA,1,0.015,1.5,NA,NA,NA,NA,NA,NA,NA
"MTO","Mesa Turnout",NA,"Mesa Turnout","2014-10-07",NA,NA,3.1,0.048,1.5,NA,NA,NA,NA,NA,NA,NA
"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2014-10-07",NA,NA,3.6,0.068,1.9,NA,NA,NA,NA,NA,NA,NA
"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","2014-10-07",NA,NA,2.6,0.04,1.5,NA,NA,NA,NA,NA,NA,NA
"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","2014-10-07",NA,NA,3.7,0.059,1.6,NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2014-10-07",NA,NA,5.1,0.071,1.4,NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2014-10-07",NA,NA,5.1,0.071,1.4,NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2014-10-07",NA,NA,3.4,0.05,1.5,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2014-10-07",NA,NA,3,0.051,1.7,NA,NA,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2014-10-07",NA,NA,3.2,0.06,1.9,NA,NA,NA,NA,NA,NA,NA
"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St","2014-10-07",NA,NA,3.6,0.067,1.8,NA,NA,NA,NA,NA,NA,NA
"R15","24th St WTP treated water","srp","24th St -treated","2014-10-07",NA,NA,3.7,0.037,1,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2014-10-07",NA,NA,4.3,0.044,1,NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2014-10-07",NA,NA,3.7,0.068,1.8,NA,NA,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2014-10-07",NA,NA,4.3,0.06,1.4,NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2014-10-07",NA,NA,4,0.12,3,NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2014-10-07",NA,NA,4,0.12,3,NA,NA,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2014-10-07",NA,NA,2.9,0.054,1.8,NA,NA,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2014-10-07",NA,NA,3.7,0.06,1.6,NA,NA,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2014-10-07",NA,NA,3.9,0.05,1.3,NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2014-10-07",NA,NA,3.6,0.087,2.4,NA,NA,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2014-10-07",NA,NA,4.1,0.089,2.2,NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2014-10-07",NA,NA,4.9,0.071,1.4,NA,NA,NA,NA,NA,NA,NA
"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","2014-10-07",NA,NA,4.3,0.068,1.6,NA,NA,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2014-10-07",NA,NA,4.7,0.072,1.5,NA,NA,NA,NA,NA,NA,NA
"SGPS","Salt Gila",NA,"Salt Gila","2014-10-07",NA,NA,3.2,0.048,1.5,NA,NA,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2014-10-07",NA,NA,3.7,0.086,2.3,NA,NA,NA,NA,NA,NA,NA
"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2014-10-07",NA,NA,2.3,0.022,1,NA,NA,NA,NA,NA,NA,NA
"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2014-10-07",NA,NA,2.3,0.022,1,NA,NA,NA,NA,NA,NA,NA
"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","2014-10-07",NA,NA,0.5,0.009,1.8,NA,NA,NA,NA,NA,NA,NA
"SRNR","Salt River near Roosevelt","salt","SRNR","2014-10-07",NA,NA,3.43,0.099,2.9,NA,NA,NA,NA,NA,NA,NA
"UH IN","Union Hills Inlet","cap","Union Hills Inlet","2014-10-07",NA,NA,3.4,0.048,1.4,NA,NA,NA,NA,NA,NA,NA
"UH IN","Union Hills Inlet","cap","Union Hills Inlet","2014-10-07",NA,NA,3.4,0.048,1.4,NA,NA,NA,NA,NA,NA,NA
"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","2014-10-07",NA,NA,3.3,0.03,0.9,NA,NA,NA,NA,NA,NA,NA
"AN IN","Anthem WTP inlet",NA,"anthem","2014-11-03",NA,NA,3,0.045,1.5,NA,NA,NA,NA,NA,NA,NA
"AN IN","Anthem WTP inlet",NA,"anthem","2014-11-03",NA,NA,3,0.045,1.5,NA,NA,NA,NA,NA,NA,NA
"AN OUT","Anthem WTP outlet",NA,"anthem","2014-11-03",NA,NA,2.6,0.042,1.6,NA,NA,NA,NA,NA,NA,NA
"CH IN","Chandler WTP inlet",NA,"chandler","2014-11-03",NA,NA,0.8,0.016,2.1,NA,NA,NA,NA,NA,NA,NA
"CH IN","Chandler WTP inlet",NA,"chandler","2014-11-03",NA,NA,0.8,0.016,2.1,NA,NA,NA,NA,NA,NA,NA
"CH OUT","Chandler WTP outlet",NA,"chandler","2014-11-03",NA,NA,0.5,0.01,1.9,NA,NA,NA,NA,NA,NA,NA
"GL IN","Glendale WTP Inlet",NA,"Glen In","2014-11-03",NA,NA,2.5,0.069,2.8,NA,NA,NA,NA,NA,NA,NA
"GL IN","Glendale WTP Inlet",NA,"Glen In","2014-11-03",NA,NA,2.5,0.069,2.8,NA,NA,NA,NA,NA,NA,NA
"GL OUT","Glendale WTP Outlet",NA,"Glen Out","2014-11-03",NA,NA,2.3,0.015,0.7,NA,NA,NA,NA,NA,NA,NA
"GR IN","Greenway WTP Inlet","srp","Green In","2014-11-03",NA,NA,2.6,0.07,2.7,NA,NA,NA,NA,NA,NA,NA
"GR IN","Greenway WTP Inlet","srp","Green In","2014-11-03",NA,NA,2.6,0.07,2.7,NA,NA,NA,NA,NA,NA,NA
"GR OUT","Greenway WTP Outlet","srp","Green Out","2014-11-03",NA,NA,1.9,0.027,1.4,NA,NA,NA,NA,NA,NA,NA
"HAV","Havasu lake Sample",NA,"Havasu","2014-11-03",NA,NA,2.6,0.045,1.7,NA,NA,NA,NA,NA,NA,NA
"HOC","Head of the Consolidated Canal","az canal",NA,"2014-11-03",NA,NA,1.3,0.035,2.8,NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2014-11-03",NA,NA,2.1,0.035,1.7,NA,NA,NA,NA,NA,NA,NA
"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2014-11-03",NA,NA,3,0.077,2.6,NA,NA,NA,NA,NA,NA,NA
"MOC","Middle of the Consolidated canal","az canal","Mesa Turnout","2014-11-03",NA,NA,0.7,0.018,2.6,NA,NA,NA,NA,NA,NA,NA
"MTO","Mesa Turnout",NA,"Mesa Turnout","2014-11-03",NA,NA,3,0.049,1.6,NA,NA,NA,NA,NA,NA,NA
"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2014-11-03",NA,NA,2.7,0.072,2.7,NA,NA,NA,NA,NA,NA,NA
"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","2014-11-03",NA,NA,1.9,0.031,1.7,NA,NA,NA,NA,NA,NA,NA
"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","2014-11-03",NA,NA,3.4,0.071,2.1,NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2014-11-03",NA,NA,3.9,0.068,1.7,NA,NA,NA,NA,NA,NA,NA
"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","2014-11-03",NA,NA,3.9,0.068,1.7,NA,NA,NA,NA,NA,NA,NA
"R11","CAP Canal at Cross-connect","cap","cap @ x con","2014-11-03",NA,NA,3,0.049,1.6,NA,NA,NA,NA,NA,NA,NA
"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","2014-11-03",NA,NA,2.9,0.049,1.7,NA,NA,NA,NA,NA,NA,NA
"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","2014-11-03",NA,NA,2.8,0.067,2.4,NA,NA,NA,NA,NA,NA,NA
"R14","AZ Canal - Inlet to 24th St WTP","srp","az canal @ 24th St","2014-11-03",NA,NA,2.6,0.069,2.7,NA,NA,NA,NA,NA,NA,NA
"R15","24th St WTP treated water","srp","24th St -treated","2014-11-03",NA,NA,2.1,0.036,1.7,NA,NA,NA,NA,NA,NA,NA
"R20","Verde River at Tangle","verde","verde abv horseshoe","2014-11-03",NA,NA,0.7,0.026,3.6,NA,NA,NA,NA,NA,NA,NA
"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","2014-11-03",NA,NA,2.7,0.071,2.6,NA,NA,NA,NA,NA,NA,NA
"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","2014-11-03",NA,NA,2.8,0.071,2.5,NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2014-11-03",NA,NA,3,0.087,2.9,NA,NA,NA,NA,NA,NA,NA
"R25","verde river at beeline highway","verde","verde @ beeline","2014-11-03",NA,NA,3,0.087,2.9,NA,NA,NA,NA,NA,NA,NA
"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","2014-11-03",NA,NA,3,0.055,1.8,NA,NA,NA,NA,NA,NA,NA
"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","2014-11-03",NA,NA,3.2,0.054,1.7,NA,NA,NA,NA,NA,NA,NA
"R3","Waddell Canal","cap","waddell canal","2014-11-03",NA,NA,3.2,0.047,1.5,NA,NA,NA,NA,NA,NA,NA
"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","2014-11-03",NA,NA,3.1,0.08,2.6,NA,NA,NA,NA,NA,NA,NA
"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","2014-11-03",NA,NA,4.6,0.082,1.8,NA,NA,NA,NA,NA,NA,NA
"R9A","Saguaro Lake near inlet","salt","saguaro-epi","2014-11-03",NA,NA,3.9,0.068,1.7,NA,NA,NA,NA,NA,NA,NA
"R9A-DUP","Saguaro Lake near inlet","salt","saguaro-epi dup","2014-11-03",NA,NA,4,0.069,1.7,NA,NA,NA,NA,NA,NA,NA
"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","2014-11-03",NA,NA,3.9,0.067,1.7,NA,NA,NA,NA,NA,NA,NA
"SGPS","Salt Gila",NA,"Salt Gila","2014-11-03",NA,NA,3.3,0.05,1.5,NA,NA,NA,NA,NA,NA,NA
"SOCA","South Canal below CAP Cross-conect","srp","South canal below CAP","2014-11-03",NA,NA,2.9,0.081,2.8,NA,NA,NA,NA,NA,NA,NA
"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2014-11-03",NA,NA,0.7,0.011,1.6,NA,NA,NA,NA,NA,NA,NA
"SPT IN","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","2014-11-03",NA,NA,0.7,0.011,1.6,NA,NA,NA,NA,NA,NA,NA
"SPT OUT","Tempe's South Plant treated water","tempe","STP Out","2014-11-03",NA,NA,0.2,0.004,1.9,NA,NA,NA,NA,NA,NA,NA
"SRNR","Salt River near Roosevelt","salt","SRNR","2014-11-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UH IN","Union Hills Inlet","cap","Union Hills Inlet","2014-11-03",NA,NA,2.9,0.046,1.6,NA,NA,NA,NA,NA,NA,NA
"UH IN","Union Hills Inlet","cap","Union Hills Inlet","2014-11-03",NA,NA,2.9,0.046,1.6,NA,NA,NA,NA,NA,NA,NA
"UH OUT","Union Hills Treated Water","cap","Union Hills Outlet","2014-11-03",NA,NA,2.4,0.027,1.1,NA,NA,NA,NA,NA,NA,NA
"AN IN","Anthem WTP inlet",NA,"anthem","2014-12-01",NA,NA,2.7,0.041,1.5,NA,NA,NA,NA,NA,NA,NA
"AN IN","Anthem WTP inlet",NA,"anthem","2014-12-01",NA,NA,2.7,0.041,1.5,NA,NA,NA,NA,NA,NA,NA
"AN OUT","Anthem WTP outlet",NA,"anthem","2014-12-01",NA,NA,2.5,0.039,1.6,NA,NA,NA,NA,NA,NA,NA
"CH IN","Chandler WTP inlet",NA,"chandler","2014-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH IN","Chandler WTP inlet",NA,"chandler","2014-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH OUT","Chandler WTP outlet",NA,"chandler","2014-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GL IN","Glendale WTP Inlet",NA,"Glen In","2014-12-01",NA,NA,2.4,0.058,2.4,NA,NA,NA,NA,NA,NA,NA
"GL IN","Glendale WTP Inlet",NA,"Glen In","2014-12-01",NA,NA,2.4,0.058,2.4,NA,NA,NA,NA,NA,NA,NA
"GL OUT","Glendale WTP Outlet",NA,"Glen Out","2014-12-01",NA,NA,1.5,0.018,1.2,NA,NA,NA,NA,NA,NA,NA
"GR IN","Greenway WTP Inlet","srp","Green In","2014-12-01",NA,NA,3,0.057,1.9,NA,NA,NA,NA,NA,NA,NA
"GR IN","Greenway WTP Inlet","srp","Green In","2014-12-01",NA,NA,3,0.057,1.9,NA,NA,NA,NA,NA,NA,NA
"GR OUT","Greenway WTP Outlet","srp","Green Out","2014-12-01",NA,NA,4.5,0.027,0.6,NA,NA,NA,NA,NA,NA,NA
"HAV","Havasu lake Sample",NA,"Havasu","2014-12-01",NA,NA,2.5,0.041,1.6,NA,NA,NA,NA,NA,NA,NA
"HOC","Head of the Consolidated Canal","az canal",NA,"2014-12-01",NA,NA,2.7,0.074,2.8,NA,NA,NA,NA,NA,NA,NA
"HTC","Head of the Tempe Canal","tempe","head of tempe canal","2014-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HWY 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","2014-12-01",NA,NA,3.1,0.062,2,NA,NA,NA,NA,NA,NA,NA
"MOC","Middle of the Consolidated canal","az canal","Mesa Turnout","2014-12-01",NA,NA,3,0.068,2.3,NA,NA,NA,NA,NA,NA,NA
"MTO","Mesa Turnout",NA,"Mesa Turnout","2014-12-01",NA,NA,2.7,0.048,1.8,NA,NA,NA,NA,NA,NA,NA
"NP IN","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","2014-12-01",NA,NA,2.8,0.061,2.2,NA,NA,NA,NA,NA,NA,NA
"NP OUT","Tempe's North Plant treated water","tempe","north plant outlet","2014-12-01",NA,NA,2,0.03,1.5,NA,NA,NA,NA,NA,NA,NA
"PIMA","AZ Canal at Pima Rd.","srp","az canal @ pima","2014-12-01",NA,NA,2.4,0.061,2.5,NA,NA,NA,NA,NA,NA,NA
